Question_ID,Question_Text,Clean_Text,Predicted_Subject
2007_1_Q52,"A man walks a distance of 3 units from the origin towards the north-east (N 45° E) direction. From there, he walks a distance of 4 units towards the north-west (N 45°W) direction to reach a point P. Then the position of P in the Argand plane is (A) 3e^(iπ/4) + 4i (B) (3-4i)e^(iπ/4) (C) (4+3i)e^(iπ/4) (D) (3+4i)e^(iπ/4)",A man walks a distance of units from the origin towards the north east N E direction From there he walks a distance of units towards the north west N W direction to reach a point P Then the position of P in the Argand plane is 3e i 4i 4i e i 3i e i 4i e i,physics
2007_1_Q53,"The number of solutions of the pair of equations 2 sin² θ - cos 2θ = 0, 2 cos² θ - 3 sin θ = 0 in the interval [0,2π] is (A) zero (B) one (C) two (D) four",The number of solutions of the pair of equations sin cos cos sin in the interval is zero one two four,mathematics
2007_1_Q54,"Let H₁, H₂, ..., H_n be mutually exclusive and exhaustive events with P(H_i) > 0, i = 1, 2,...,n. Let E be any other event with 0 < P(E) < 1. STATEMENT-1: P(H_i | E) > P(E | H_i) P(H_i) for i = 1, 2, ..., n. because STATEMENT-2: Σ(from i=1 to n) P(H_i) = 1. (A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation for Statement-1 (B) Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct explanation for Statement-1 (C) Statement-1 is True, Statement-2 is False (D) Statement-1 is False, Statement-2 is True",Let H H H_n be mutually exclusive and exhaustive events with P H_i i n Let E be any other event with P E STATEMENT P H_i E P E H_i P H_i for i n because STATEMENT from i to n P H_i Statement is True Statement is True Statement is a correct explanation for Statement Statement is True Statement is True Statement is NOT a correct explanation for Statement Statement is True Statement is False Statement is False Statement is True,chemistry
2007_1_Q55,"Tangents are drawn from the point (17, 7) to the circle x² + y² = 169. STATEMENT-1: The tangents are mutually perpendicular. because STATEMENT-2: The locus of the points from which mutually perpendicular tangents can be drawn to the given circle is x² + y² = 338. (A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation for Statement-1 (B) Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct explanation for Statement-1 (C) Statement-1 is True, Statement-2 is False (D) Statement-1 is False, Statement-2 is True",Tangents are drawn from the point to the circle x y STATEMENT The tangents are mutually perpendicular because STATEMENT The locus of the points from which mutually perpendicular tangents can be drawn to the given circle is x y Statement is True Statement is True Statement is a correct explanation for Statement Statement is True Statement is True Statement is NOT a correct explanation for Statement Statement is True Statement is False Statement is False Statement is True,mathematics
2007_1_Q56,"Let the vectors PQ→, QR→, RS→, ST→, TU→ and UP→ represent the sides of a regular hexagon. STATEMENT-1: PQ→ x (RS→ + ST→) ≠ 0. because STATEMENT-2: PQ→ x RS→ = 0 and PQ→ x ST→ ≠ 0. (A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation for Statement-1 (B) Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct explanation for Statement-1 (C) Statement-1 is True, Statement-2 is False (D) Statement-1 is False, Statement-2 is True",Let the vectors PQ QR RS ST TU and UP represent the sides of a regular hexagon STATEMENT PQ x RS ST because STATEMENT PQ x RS and PQ x ST Statement is True Statement is True Statement is a correct explanation for Statement Statement is True Statement is True Statement is NOT a correct explanation for Statement Statement is True Statement is False Statement is False Statement is True,mathematics
2007_1_Q57,"Let F(x) be an indefinite integral of sin²x. STATEMENT-1: The function F(x) satisfies F(x + π) = F(x) for all real x. because STATEMENT-2 : sin²(x + π) = sin² x for all real x. (A) Statement-1 is True, Statement-2 is True; Statement-2 is a correct explanation for Statement-1 (B) Statement-1 is True, Statement-2 is True; Statement-2 is NOT a correct explanation for Statement-1 (C) Statement-1 is True, Statement-2 is False (D) Statement-1 is False, Statement-2 is True",Let F x be an indefinite integral of sin x STATEMENT The function F x satisfies F x F x for all real x because STATEMENT sin x sin x for all real x Statement is True Statement is True Statement is a correct explanation for Statement Statement is True Statement is True Statement is NOT a correct explanation for Statement Statement is True Statement is False Statement is False Statement is True,mathematics
2007_1_Q58,"M58-60: Paragraph for Question Nos. 58 to 60 Let V_r denote the sum of the first r terms of an arithmetic progression (A.P.) whose first term is r and the common difference is (2r-1). Let T_r = V_{r+1} - V_r - 2 and Q_r = T_{r+1} - T_r for r = 1, 2,... The sum V₁ + V₂ + ... + V_n is (A) (1/12)n(n+1)(3n²-n+1) (B) (1/12)n(n+1)(3n²+n+2) (C) (1/2)n(2n²-n+1) (D) (1/3)(2n³-2n+3)",M58 Paragraph for Question Nos to Let V_r denote the sum of the first r terms of an arithmetic progression A P whose first term is r and the common difference is 2r Let T_r V_ r V_r and Q_r T_ r T_r for r The sum V V V_n is n n 3n n n n 3n n n 2n n 2n 2n,mathematics
2007_1_Q59,T_r is always (A) an odd number (C) a prime number (B) an even number (D) a composite number,T_r is always an odd number a prime number an even number a composite number,mathematics
2007_1_Q60,"Which one of the following is a correct statement? (A) Q₁, Q₂, Q₃,... are in A.P. with common difference 5 (B) Q₁, Q₂, Q₃,... are in A.P. with common difference 6 (C) Q₁, Q₂, Q₃,... are in A.P. with common difference 11 (D) Q₁ = Q₂ = Q₃ =...",Which one of the following is a correct statement Q Q Q are in A P with common difference Q Q Q are in A P with common difference Q Q Q are in A P with common difference Q Q Q,mathematics
2007_1_Q61,"M61-63: Paragraph for Question Nos. 61 to 63 Consider the circle x² + y² = 9 and the parabola y² = 8x. They intersect at P and Q in the first and the fourth quadrants, respectively. Tangents to the circle at P and Q intersect the x-axis at R and tangents to the parabola at P and Q intersect the x-axis at S. The ratio of the areas of the triangles PQS and PQR is (A) 1:√2 (B) 1:2 (C) 1:4 (D) 1:8",M61 Paragraph for Question Nos to Consider the circle x y and the parabola y 8x They intersect at P and Q in the first and the fourth quadrants respectively Tangents to the circle at P and Q intersect the x axis at R and tangents to the parabola at P and Q intersect the x axis at S The ratio of the areas of the triangles PQS and PQR is,mathematics
2007_1_Q62,The radius of the circumcircle of the triangle PRS is (A) 5 (B) 3√3 (C) 3√2 (D) 2√3,The radius of the circumcircle of the triangle PRS is,mathematics
2007_1_Q63,The radius of the incircle of the triangle PQR is (A) 4 (B) 3 (C) 8/3 (D) 2,The radius of the incircle of the triangle PQR is,mathematics
2007_1_Q64,Consider the following linear equations ax + by + cz = 0 bx + cy + az = 0 cx + ay + bz = 0 Match the conditions/expressions in Column I with statements in Column II and indicate your answer by darkening appropriate bubbles in the 4 x 4 matrix given in the ORS. Column I (A) a+b+c ≠ 0 and a² + b²+c² = ab + bc + ca (B) a+b+c = 0 and a² + b²+c² ≠ ab + bc + ca (C) a+b+c ≠ 0 and a² + b²+c² ≠ ab + bc + ca (D) a+b+c = 0 and a² + b²+c² = ab + bc + ca Column II (p) the equations represent planes meeting only at a single point. (q) the equations represent the line x = y = z. (r) the equations represent identical planes. (s) the equations represent the whole of the three dimensional space.,Consider the following linear equations ax by cz bx cy az cx ay bz Match the conditions expressions in Column I with statements in Column II and indicate your answer by darkening appropriate bubbles in the x matrix given in the ORS Column I a b c and a b c ab bc ca a b c and a b c ab bc ca a b c and a b c ab bc ca a b c and a b c ab bc ca Column II p the equations represent planes meeting only at a single point q the equations represent the line x y z r the equations represent identical planes s the equations represent the whole of the three dimensional space,mathematics
2007_1_Q65,"In the following [x] denotes the greatest integer less than or equal to x. Match the functions in Column I with the properties in Column II and indicate your answer by darkening the appropriate bubbles in the 4 x 4 matrix given in the ORS. Column I (A) x|x| (B) √|x| (C) x+[x] (D) |x-1|+|x+1| Column II (p) continuous in (-1, 1) (q) differentiable in (-1, 1) (r) strictly increasing in (-1, 1) (s) not differentiable at least at one point in (-1, 1)",In the following x denotes the greatest integer less than or equal to x Match the functions in Column I with the properties in Column II and indicate your answer by darkening the appropriate bubbles in the x matrix given in the ORS Column I x x x x x x x Column II p continuous in q differentiable in r strictly increasing in s not differentiable at least at one point in,mathematics
