Question_ID,Question_Text
2013_2_Q05,"Two bodies, each of mass M, are kept fixed with a separation 2L. A particle of mass m is projected from the midpoint of the line joining their centres, perpendicular to the line. The gravitational constant is G. The correct statement(s) is (are) (A) The minimum initial velocity of the mass m to escape the gravitational field of the two bodies is 4√(GM/L) (B) The minimum initial velocity of the mass m to escape the gravitational field of the two bodies is 2√(GM/L) (C) The minimum initial velocity of the mass m to escape the gravitational field of the two bodies is √(2GM/L) (D) The energy of the mass m remains constant."
2013_2_Q06,"A particle of mass m is attached to one end of a mass-less spring of force constant k, lying on a frictionless horizontal plane. The other end of the spring is fixed. The particle starts moving horizontally from its equilibrium position at time t = 0 with an initial velocity u₀. When the speed of the particle is 0.5 u₀, it collides elastically with a rigid wall. After this collision, (A) the speed of the particle when it returns to its equilibrium position is u₀. (B) the time at which the particle passes through the equilibrium position for the first time is t = π√(m/k) (C) the time at which the maximum compression of the spring occurs is t = 4π/3√(m/k) (D) the time at which the particle passes through the equilibrium position for the second time is t = 5π/3√(m/k)"
2013_2_Q07,"A steady current I flows along an infinitely long hollow cylindrical conductor of radius R. This cylinder is placed coaxially inside an infinite solenoid of radius 2R. The solenoid has n turns per unit length and carries a steady current I. Consider a point P at a distance r from the common axis. The correct statement(s) is (are) (A) In the region 0 < r < R, the magnetic field is non-zero. (B) In the region R < r < 2R, the magnetic field is along the common axis. (C) In the region R < r < 2R, the magnetic field is tangential to the circle of radius r, centered on the axis. (D) In the region r > 2R, the magnetic field is non-zero."
2013_2_Q08,"Two vehicles, each moving with speed u on the same horizontal straight road, are approaching each other. Wind blows along the road with velocity w. One of these vehicles blows a whistle of frequency f₁. An observer in the other vehicle hears the frequency of the whistle to be f₂. The speed of sound in still air is V. The correct statement(s) is (are) (A) If the wind blows from the observer to the source, f₂ > f₁. (B) If the wind blows from the source to the observer, f₂ > f₁. (C) If the wind blows from observer to the source, f₂ < f₁. (D) If the wind blows from the source to the observer, f₂ < f₁."
2013_2_Q09,"A point charge Q is moving in a circular orbit of radius R in the x-y plane with an angular velocity ω. This can be considered as equivalent to a loop carrying a steady current I = Qω/2π. A uniform magnetic field along the positive z-axis is now switched on, which increases at a constant rate from 0 to B in one second. Assume that the radius of the orbit remains constant. The application of the magnetic field induces an emf in the orbit. The induced emf is defined as the work done by an induced electric field in moving a unit positive charge around a closed loop. It is known that, for an orbiting charge, the magnetic dipole moment is proportional to the angular momentum with a proportionality constant γ. The magnitude of the induced electric field in the orbit at any instant of time during the time interval of the magnetic field change is (A) BR/4 (B) BR/2 (C) BR (D) 2BR"
2013_2_Q10,"A point charge Q is moving in a circular orbit of radius R in the x-y plane with an angular velocity ω. This can be considered as equivalent to a loop carrying a steady current I = Qω/2π. A uniform magnetic field along the positive z-axis is now switched on, which increases at a constant rate from 0 to B in one second. Assume that the radius of the orbit remains constant. The application of the magnetic field induces an emf in the orbit. The induced emf is defined as the work done by an induced electric field in moving a unit positive charge around a closed loop. It is known that, for an orbiting charge, the magnetic dipole moment is proportional to the angular momentum with a proportionality constant γ. The change in the magnetic dipole moment associated with the orbit, at the end of the time interval of the magnetic field change, is (A) – γBQR² (B) – γBQR²/2 (C) γBQR²/2 (D) γBQR²"
2013_2_Q11,"The mass of a nucleus X is less than the sum of the masses of (A-Z) number of neutrons and Z number of protons in the nucleus. The energy equivalent to the corresponding mass difference is known as the binding energy of the nucleus. A heavy nucleus of mass M can break into two light nuclei of masses m₁ and m₂ only if (m₁+m₂) < M. Also two light nuclei of masses m₃ and m₄ can undergo complete fusion and form a heavy nucleus of mass M' only if (m₃+ m₄) > M'. The masses of some neutral atoms are given in the table below: ¹H 1.007825 u, ²H 2.014102 u, ³H 3.016050 u, ⁴He 4.002603 u, ⁶Li 6.015123 u, ⁷Li 7.016004 u, ⁷⁰Zn 69.925325 u, ⁸²Se 81.916709 u, ¹⁵²Gd 151.919803u, ²⁰⁶Pb 205.974455 u, ²⁰⁹Bi 208.980388 u, ²¹⁰Po 209.982876 u (1 u = 932 MeV/c²). The correct statement is (A) The nucleus Li can emit an alpha particle. (B) The nucleus ²¹⁰Po can emit a proton. (C) Deuteron and alpha particle can undergo complete fusion. (D) The nuclei ⁷⁰Zn and ⁸²Se can undergo complete fusion."
2013_2_Q12,"The mass of a nucleus X is less than the sum of the masses of (A-Z) number of neutrons and Z number of protons in the nucleus. The energy equivalent to the corresponding mass difference is known as the binding energy of the nucleus. A heavy nucleus of mass M can break into two light nuclei of masses m₁ and m₂ only if (m₁+m₂) < M. Also two light nuclei of masses m₃ and m₄ can undergo complete fusion and form a heavy nucleus of mass M' only if (m₃+ m₄) > M'. The masses of some neutral atoms are given in the table below: ¹H 1.007825 u, ²H 2.014102 u, ³H 3.016050 u, ⁴He 4.002603 u, ⁶Li 6.015123 u, ⁷Li 7.016004 u, ⁷⁰Zn 69.925325 u, ⁸²Se 81.916709 u, ¹⁵²Gd 151.919803u, ²⁰⁶Pb 205.974455 u, ²⁰⁹Bi 208.980388 u, ²¹⁰Po 209.982876 u (1 u = 932 MeV/c²). The kinetic energy (in keV) of the alpha particle, when the nucleus ²¹⁰Po at rest undergoes alpha decay, is (A) 5319 (B) 5422 (C) 5707 (D) 5818"
2013_2_Q13,"A small block of mass 1 kg is released from rest at the top of a rough track. The track is a circular arc of radius 40 m. The block slides along the track without toppling and a frictional force acts on it in the direction opposite to the instantaneous velocity. The work done in overcoming the friction up to the point Q, as shown in the figure below, is 150 J. (Take the acceleration due to gravity, g = 10 m s⁻²). The speed of the block when it reaches the point Q is (A) 5 ms⁻¹ (B) 10 ms⁻¹ (C) 10√3ms⁻¹ (D) 20 ms⁻¹"
2013_2_Q14,"A small block of mass 1 kg is released from rest at the top of a rough track. The track is a circular arc of radius 40 m. The block slides along the track without toppling and a frictional force acts on it in the direction opposite to the instantaneous velocity. The work done in overcoming the friction up to the point Q, as shown in the figure below, is 150 J. (Take the acceleration due to gravity, g = 10 m s⁻²). The magnitude of the normal reaction that acts on the block at the point Q is (A) 7.5 N (B) 8.6 N (C) 11.5 N (D) 22.5 N"
2013_2_Q15,"A thermal power plant produces electric power of 600 kW at 4000 V, which is to be transported to a place 20 km away from the power plant for consumers' usage. It can be transported either directly with a cable of large current carrying capacity or by using a combination of step-up and step-down transformers at the two ends. The drawback of the direct transmission is the large energy dissipation. In the method using transformers, the dissipation is much smaller. In this method, a step-up transformer is used at the plant side so that the current is reduced to a smaller value. At the consumers' end, a step-down transformer is used to supply power to the consumers at the specified lower voltage. It is reasonable to assume that the power cable is purely resistive and the transformers are ideal with a power factor unity. All the currents and voltages mentioned are rms values. If the direct transmission method with a cable of resistance 0.4 Ω km⁻¹ is used, the power dissipation (in %) during transmission is (A) 20 (B) 30 (C) 40 (D) 50"
2013_2_Q16,"A thermal power plant produces electric power of 600 kW at 4000 V, which is to be transported to a place 20 km away from the power plant for consumers' usage. It can be transported either directly with a cable of large current carrying capacity or by using a combination of step-up and step-down transformers at the two ends. The drawback of the direct transmission is the large energy dissipation. In the method using transformers, the dissipation is much smaller. In this method, a step-up transformer is used at the plant side so that the current is reduced to a smaller value. At the consumers' end, a step-down transformer is used to supply power to the consumers at the specified lower voltage. It is reasonable to assume that the power cable is purely resistive and the transformers are ideal with a power factor unity. All the currents and voltages mentioned are rms values. In the method using the transformers, assume that the ratio of the number of turns in the primary to that in the secondary in the step-up transformer is 1 : 10. If the power to the consumers has to be supplied at 200 V, the ratio of the number of turns in the primary to that in the secondary in the step-down transformer is (A) 200:1 (B) 150:1 (C) 100:1 (D) 50:1"
2013_2_Q17,Match List I with List II and select the correct answer using the codes given below the lists: List I P. Boltzmann constant Q. Coefficient of viscosity R. Planck constant S. Thermal conductivity List II 1. [ML²T⁻¹] 2. [ML⁻¹T⁻¹] 3. [MLT⁻³K⁻¹] 4. [ML²T⁻²K⁻¹] Codes: P Q R S (A) 3 1 2 4 (B) 3 2 1 4 (C) 4 2 1 3 (D) 4 1 2 3
2013_2_Q18,"A right angled prism of refractive index µ₁ is placed in a rectangular block of refractive index µ₂, which is surrounded by a medium of refractive index µ₃, as shown in the figure. A ray of light 'e' enters the rectangular block at normal incidence. Depending upon the relationships between µ₁, µ₂ and µ₃, it takes one of the four possible paths 'ef', 'eg', 'eh' or 'ei'. Match the paths in List I with conditions of refractive indices in List II and select the correct answer using the codes given below the lists: List I P. e→f Q. e→g R. e→h S. e→i List II 1. µ₁ > √2 µ₂ 2. µ₂ > µ₁ and µ₂ > µ₃ 3. µ₁ = µ₂ 4. µ₂ < µ₁ < √2 µ₂ and µ₂ > µ₃ Codes: P Q R S (A) 2 3 1 4 (B) 1 2 4 3 (C) 4 1 2 3 (D) 2 3 4 1"
2013_2_Q19,Match List I of the nuclear processes with List II containing parent nucleus and one of the end products of each process and then select the correct answer using the codes given below the lists: List I P. Alpha decay Q. β⁺ decay R. Fission S. Proton emission List II 1. ¹⁵₈O → ¹⁵₇N + ...... 2. ²³⁸₉₂U → ²³⁴₉₀Th +...... 3. ¹⁸⁵₈₃Bi → ¹⁸⁴₈₂Pb + ...... 4. ²³⁹₉₄Pu → ¹⁴⁰₅₇La + ..... Codes: P Q R S (A) 4 2 1 3 (B) 1 3 2 4 (C) 2 1 4 3 (D) 4 3 2 1
2013_2_Q20,"One mole of a monatomic ideal gas is taken along two cyclic processes E→F→G→E and E→F→H→E as shown in the PV diagram. The processes involved are purely isochoric, isobaric, isothermal or adiabatic. Match the paths in List I with the magnitudes of the work done in List II and select the correct answer using the codes given below the lists. List I P. G→E Q. G→H R. F→H S. F→G List II 1. 160 P₀V₀ ln2 2. 36 P₀V₀ 3. 24 P₀V₀ 4. 31 P₀V₀ Codes: P Q R S (A) 4 3 2 1 (B) 4 3 1 2 (C) 3 1 2 4 (D) 1 3 2 4"
2013_2_Q21,The correct statement(s) about O₃ is(are) (A) O-O bond lengths are equal. (B) Thermal decomposition of O₃ is endothermic. (C) O₃ is diamagnetic in nature. (D) O₃ has a bent structure.
2013_2_Q22,"In the nuclear transmutation ⁹₄Be + X → ⁸₄Be + Y (X, Y) is(are) (A) (γ, η) (B) (p, D) (C) (n, D) (D) (γ, p)"
2013_2_Q23,The carbon-based reduction method is NOT used for the extraction of (A) tin from SnO₂ (C) aluminium from Al₂O₃ (B) iron from Fe₂O₃ (D) magnesium from MgCO₃.CaCO₃
2013_2_Q24,"The thermal dissociation equilibrium of CaCO₃(s) is studied under different conditions. CaCO₃(s) ⇌ CaO(s) + CO₂(g) For this equilibrium, the correct statement(s) is(are) (A) ΔH is dependent on T (B) K is independent of the initial amount of CaCO₃ (C) K is dependent on the pressure of CO₂ at a given T (D) ΔH is independent of the catalyst, if any"
2013_2_Q25,The Ksp of Ag₂CrO₄ is 1.1 × 10⁻¹² at 298 K. The solubility (in mol/L) of Ag₂CrO₄ in a 0.1 M AgNO₃ solution is (A) 1.1 × 10⁻¹¹ (B) 1.1 × 10⁻¹⁰ (C) 1.1 × 10⁻¹² (D) 1.1 × 10⁻⁹
2013_2_Q26,"In the following reaction, the product(s) formed is(are) OH / CHCl₃ / OH⁻ / CH₃ → ? (A) P (major) (B) Q (minor) (C) R (minor) (D) S"
2013_2_Q27,The major product(s) of the following reaction is(are) OH / SO₃H / aqueous Br₂ (3.0 equivalents) → ? (A) P (B) Q (C) R (D) S
2013_2_Q28,"After completion of the reactions (I and II), the organic compound(s) in the reaction mixtures is(are) Reaction I: H₃C-CH₃ (1.0 mol) / Br₂ (1.0 mol) / aqueous/ NaOH → ? Reaction II : H₃C-CH₃ (1.0 mol) / Br₂ (1.0 mol) / CH₃COOH → ? (A) Reaction I: P and Reaction II : P (B) Reaction I : U, acetone and Reaction II : Q, acetone (C) Reaction I : T, U, acetone and Reaction II : P (D) Reaction I : R, acetone and Reaction II : S, acetone"
2013_2_Q29,"A fixed mass 'm' of a gas is subjected to transformation of states from K to L to M to N and back to K as shown in the figure (PV diagram is shown). The succeeding operations that enable this transformation of states are (A) Heating, cooling, heating, cooling (B) Cooling, heating, cooling, heating (C) Heating, cooling, cooling, heating (D) Cooling, heating, heating, cooling"
2013_2_Q30,A fixed mass 'm' of a gas is subjected to transformation of states from K to L to M to N and back to K as shown in the figure (PV diagram is shown). The pair of isochoric processes among the transformation of states is (A) K to L and L to M (B) L to M and N to K (C) L to M and M to N (D) M to N and N to K
2013_2_Q31,"The reactions of Cl₂ gas with cold-dilute and hot-concentrated NaOH in water give sodium salts of two (different) oxoacids of chlorine, P and Q, respectively. The Cl₂ gas reacts with SO₂ gas, in presence of charcoal, to give a product R. R reacts with white phosphorus to give a compound S. On hydrolysis, S gives an oxoacid of phosphorus, T. P and Q, respectively, are the sodium salts of (A) hypochlorus and chloric acids (B) hypochlorus and chlorus acids (C) chloric and perchloric acids (D) chloric and hypochlorus acids"
2013_2_Q32,"The reactions of Cl₂ gas with cold-dilute and hot-concentrated NaOH in water give sodium salts of two (different) oxoacids of chlorine, P and Q, respectively. The Cl₂ gas reacts with SO₂ gas, in presence of charcoal, to give a product R. R reacts with white phosphorus to give a compound S. On hydrolysis, S gives an oxoacid of phosphorus, T. R, S and T, respectively, are (A) SO₂Cl₂, PCl₅ and H₃PO₄ (B) SO₂Cl₂, PCl₃ and H₃PO₃ (C) SOCl₂, PCl₃ and H₃PO₂ (D) SOCl₂, PCl₅ and H₃PO₄"
2013_2_Q33,"An aqueous solution of a mixture of two inorganic salts, when treated with dilute HCl, gave a precipitate (P) and a filtrate (Q). The precipitate P was found to dissolve in hot water. The filtrate (Q) remained unchanged, when treated with H₂S in a dilute mineral acid medium. However, it gave a precipitate (R) with H₂S in an ammoniacal medium. The precipitate R gave a coloured solution (S), when treated with H₂O₂ in an aqueous NaOH medium. The precipitate P contains (A) Pb²⁺ (B) Hg₂²⁺ (C) Ag⁺ (D) Hg²⁺"
